Origin,Destination,FlightDate,FlightType,FareType,DollarFare,DollarTax,PointsFare,PointsTax,IsDomesticRoute,IsPrivateFare
ORH,MCO,1/7/2018,NONSTOP,POINTS,108.7,16.61,7400,5.6,1,0
MBJ,MCO,1/7/2018,NONSTOP,LOWEST,350.8,108.8,0,0,0,0
MBJ,MCO,1/7/2018,NONSTOP,POINTS,350.8,108.8,19400,80.5,0,0
LGB,LAS,1/7/2018,NONSTOP,LOWEST,39.2,15.94,0,0,1,0
LGB,LAS,1/7/2018,NONSTOP,POINTS,39.2,15.94,1900,5.6,1,0
BOS,FLL,1/7/2018,NONSTOP,LOWEST,181.2,25.85,0,0,1,0
BOS,FLL,1/7/2018,NONSTOP,POINTS,181.2,25.85,12400,5.6,1,0
BOS,SJC,1/7/2018,NONSTOP,LOWEST,598.98,55,0,0,1,0
BOS,SJC,1/7/2018,NONSTOP,POINTS,598.98,55,65000,5.6,1,0
BWI,FLL,1/7/2018,NONSTOP,LOWEST,78.19,18.66,0,0,1,0
BWI,FLL,1/7/2018,NONSTOP,POINTS,78.19,18.66,4800,5.6,1,0
FLL,NAS,1/7/2018,NONSTOP,LOWEST,68.1,28.1,0,0,0,0
FLL,NAS,1/7/2018,NONSTOP,POINTS,68.1,28.1,3000,5.6,0,0
BDL,FLL,1/7/2018,NONSTOP,LOWEST,154.2,23.97,0,0,1,0
BDL,FLL,1/7/2018,NONSTOP,POINTS,154.2,23.97,10400,5.6,1,0
JFK,BUR,1/7/2018,NONSTOP,LOWEST,326.2,35.97,0,0,1,0
JFK,BUR,1/7/2018,NONSTOP,POINTS,326.2,35.97,25000,5.6,1,0
BDL,MCO,1/7/2018,NONSTOP,LOWEST,172.2,25.22,0,0,1,0
BDL,MCO,1/7/2018,NONSTOP,POINTS,172.2,25.22,11800,5.6,1,0
POS,JFK,1/7/2018,NONSTOP,LOWEST,623.96,134.96,0,0,0,0
POS,JFK,1/7/2018,NONSTOP,POINTS,623.96,134.96,46600,111.46,0,0
FLL,SAN,1/7/2018,NONSTOP,LOWEST,475.2,46.36,0,0,1,0
FLL,SAN,1/7/2018,NONSTOP,POINTS,475.2,46.36,44000,5.6,1,0
MVY,BOS,1/7/2018,NONSTOP,LOWEST,163.5,20.8,0,0,1,0
JFK,PSP,1/7/2018,NONSTOP,LOWEST,193.2,26.69,0,0,1,0
JFK,PSP,1/7/2018,NONSTOP,POINTS,193.2,26.69,13300,5.6,1,0
RIC,MCO,1/7/2018,NONSTOP,LOWEST,116.2,21.32,0,0,1,0
RIC,MCO,1/7/2018,NONSTOP,POINTS,116.2,21.32,7600,5.6,1,0
AUA,JFK,1/7/2018,NONSTOP,LOWEST,522.96,71.96,0,0,0,0
AUA,JFK,1/7/2018,NONSTOP,POINTS,522.96,71.96,36100,48.46,0,0
JFK,SEA,1/7/2018,NONSTOP,LOWEST,281.2,32.83,0,0,1,0
JFK,SEA,1/7/2018,NONSTOP,POINTS,281.2,32.83,21400,5.6,1,0
SWF,MCO,1/7/2018,NONSTOP,LOWEST,206.2,27.6,0,0,1,0
SWF,MCO,1/7/2018,NONSTOP,POINTS,206.2,27.6,14300,5.6,1,0
PVD,MCO,1/7/2018,NONSTOP,LOWEST,88.2,19.36,0,0,1,0
PVD,MCO,1/7/2018,NONSTOP,POINTS,88.2,19.36,5500,5.6,1,0
MSY,JFK,1/7/2018,NONSTOP,LOWEST,208.21,27.74,0,0,1,0
MSY,JFK,1/7/2018,NONSTOP,POINTS,208.21,27.74,14400,5.6,1,0
AUS,LGB,1/7/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
AUS,LGB,1/7/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
TPA,BDL,1/7/2018,NONSTOP,LOWEST,129.2,22.22,0,0,1,0
TPA,BDL,1/7/2018,NONSTOP,POINTS,129.2,22.22,8600,5.6,1,0
ORH,FLL,1/7/2018,NONSTOP,LOWEST,83.7,14.86,0,0,1,0
ORH,FLL,1/7/2018,NONSTOP,POINTS,83.7,14.86,5500,5.6,1,0
SDQ,BOS,1/7/2018,NONSTOP,LOWEST,562.46,158.46,0,0,0,0
SDQ,BOS,1/7/2018,NONSTOP,POINTS,562.46,158.46,35200,62.26,0,0
BOS,PHX,1/7/2018,NONSTOP,LOWEST,302.2,34.29,0,0,1,0
BOS,PHX,1/7/2018,NONSTOP,POINTS,302.2,34.29,21400,5.6,1,0
BOS,LGB,1/7/2018,NONSTOP,LOWEST,268.2,31.92,0,0,1,0
BOS,LGB,1/7/2018,NONSTOP,POINTS,268.2,31.92,18900,5.6,1,0
SEA,LGB,1/7/2018,NONSTOP,LOWEST,117.2,21.39,0,0,1,0
SEA,LGB,1/7/2018,NONSTOP,POINTS,117.2,21.39,7700,5.6,1,0
JAX,BOS,1/7/2018,NONSTOP,LOWEST,78.19,18.66,0,0,1,0
JAX,BOS,1/7/2018,NONSTOP,POINTS,78.19,18.66,4800,5.6,1,0
JFK,SJC,1/7/2018,NONSTOP,LOWEST,398.2,40.99,0,0,1,0
JFK,SJC,1/7/2018,NONSTOP,POINTS,398.2,40.99,36600,5.6,1,0
TPA,HPN,1/7/2018,NONSTOP,LOWEST,148.2,23.55,0,0,1,0
TPA,HPN,1/7/2018,NONSTOP,POINTS,148.2,23.55,10000,5.6,1,0
HOU,BOS,1/7/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
HOU,BOS,1/7/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
JAX,FLL,1/7/2018,NONSTOP,LOWEST,72.98,18.3,0,0,1,0
JAX,FLL,1/7/2018,NONSTOP,POINTS,72.98,18.3,4400,5.6,1,0
FLL,LGB,1/7/2018,NONSTOP,LOWEST,312.2,34.99,0,0,1,0
FLL,LGB,1/7/2018,NONSTOP,POINTS,312.2,34.99,22100,5.6,1,0
DFW,BOS,1/7/2018,NONSTOP,LOWEST,145.2,23.34,0,0,1,0
DFW,BOS,1/7/2018,NONSTOP,POINTS,145.2,23.34,9800,5.6,1,0
HPN,FLL,1/7/2018,NONSTOP,LOWEST,131.2,22.36,0,0,1,0
HPN,FLL,1/7/2018,NONSTOP,POINTS,131.2,22.36,8700,5.6,1,0
BUF,LAX,1/7/2018,NONSTOP,LOWEST,167.98,24.93,0,0,1,0
BUF,LAX,1/7/2018,NONSTOP,POINTS,167.98,24.93,11400,5.6,1,0
AUS,BOS,1/7/2018,NONSTOP,LOWEST,159.2,24.32,0,0,1,0
AUS,BOS,1/7/2018,NONSTOP,POINTS,159.2,24.32,10800,5.6,1,0
JFK,BDA,1/7/2018,NONSTOP,LOWEST,98.1,28.1,0,0,0,0
JFK,BDA,1/7/2018,NONSTOP,POINTS,98.1,28.1,5200,5.6,0,0
BOS,ATL,1/7/2018,NONSTOP,LOWEST,48.2,16.57,0,0,1,0
BOS,ATL,1/7/2018,NONSTOP,POINTS,48.2,16.57,2600,5.6,1,0
STI,SJU,1/7/2018,NONSTOP,LOWEST,839.46,185.46,0,0,0,0
STI,SJU,1/7/2018,NONSTOP,POINTS,839.46,185.46,72700,62.26,0,0
CLE,BOS,1/7/2018,NONSTOP,LOWEST,113.2,21.11,0,0,1,0
CLE,BOS,1/7/2018,NONSTOP,POINTS,113.2,21.11,7400,5.6,1,0
DCA,CHS,1/7/2018,NONSTOP,LOWEST,58.2,17.27,0,0,1,0
DCA,CHS,1/7/2018,NONSTOP,POINTS,58.2,17.27,3300,5.6,1,0
DCA,MCO,1/7/2018,NONSTOP,LOWEST,57.2,17.2,0,0,1,0
DCA,MCO,1/7/2018,NONSTOP,POINTS,57.2,17.2,3200,5.6,1,0
DTW,BOS,1/7/2018,NONSTOP,LOWEST,68.2,17.97,0,0,1,0
DTW,BOS,1/7/2018,NONSTOP,POINTS,68.2,17.97,4000,5.6,1,0
BOS,SLC,1/7/2018,NONSTOP,LOWEST,228.2,29.13,0,0,1,0
BOS,SLC,1/7/2018,NONSTOP,POINTS,228.2,29.13,15900,5.6,1,0
FLL,SYR,1/7/2018,NONSTOP,LOWEST,112.98,21.09,0,0,1,0
FLL,SYR,1/7/2018,NONSTOP,POINTS,112.98,21.09,7400,5.6,1,0
MCO,SLC,1/7/2018,NONSTOP,LOWEST,319.2,35.48,0,0,1,0
MCO,SLC,1/7/2018,NONSTOP,POINTS,319.2,35.48,22600,5.6,1,0
SJU,DCA,1/7/2018,NONSTOP,LOWEST,314.1,28.1,0,0,1,0
SJU,DCA,1/7/2018,NONSTOP,POINTS,314.1,28.1,21200,5.6,1,0
LGB,SLC,1/7/2018,NONSTOP,LOWEST,97.2,19.99,0,0,1,0
LGB,SLC,1/7/2018,NONSTOP,POINTS,97.2,19.99,6200,5.6,1,0
JFK,LAS,1/7/2018,NONSTOP,LOWEST,582.7,53.86,0,0,1,0
JFK,LAS,1/7/2018,NONSTOP,POINTS,582.7,53.86,49500,5.6,1,0
JFK,PHX,1/7/2018,NONSTOP,LOWEST,363.2,38.55,0,0,1,0
JFK,PHX,1/7/2018,NONSTOP,POINTS,363.2,38.55,28000,5.6,1,0
FLL,LAS,1/7/2018,NONSTOP,LOWEST,210.2,27.87,0,0,1,0
FLL,LAS,1/7/2018,NONSTOP,POINTS,210.2,27.87,14600,5.6,1,0
JFK,SMF,1/7/2018,NONSTOP,LOWEST,277.98,32.6,0,0,1,0
JFK,SMF,1/7/2018,NONSTOP,POINTS,277.98,32.6,19600,5.6,1,0
SWF,FLL,1/7/2018,NONSTOP,LOWEST,108.2,20.76,0,0,1,0
SWF,FLL,1/7/2018,NONSTOP,POINTS,108.2,20.76,7000,5.6,1,0
MCO,BOG,1/7/2018,NONSTOP,LOWEST,486.1,43.1,0,0,0,0
MCO,BOG,1/7/2018,NONSTOP,POINTS,486.1,43.1,42200,20.6,0,0
IAD,JFK,1/7/2018,NONSTOP,LOWEST,83.2,19.01,0,0,1,0
IAD,JFK,1/7/2018,NONSTOP,POINTS,83.2,19.01,5200,5.6,1,0
LGA,BOS,1/7/2018,NONSTOP,LOWEST,113.2,21.11,0,0,1,0
LGA,BOS,1/7/2018,NONSTOP,POINTS,113.2,21.11,7400,5.6,1,0
BOS,DEN,1/7/2018,NONSTOP,LOWEST,163.2,24.6,0,0,1,0
BOS,DEN,1/7/2018,NONSTOP,POINTS,163.2,24.6,11100,5.6,1,0
JFK,RNO,1/7/2018,NONSTOP,LOWEST,152.98,23.88,0,0,1,0
JFK,RNO,1/7/2018,NONSTOP,POINTS,152.98,23.88,10300,5.6,1,0
FLL,CLE,1/7/2018,NONSTOP,LOWEST,173.2,25.29,0,0,1,0
FLL,CLE,1/7/2018,NONSTOP,POINTS,173.2,25.29,11800,5.6,1,0
FLL,UIO,1/7/2018,NONSTOP,LOWEST,392.1,38.1,0,0,0,0
FLL,UIO,1/7/2018,NONSTOP,POINTS,392.1,38.1,30800,15.6,0,0
LGB,PDX,1/7/2018,NONSTOP,LOWEST,113.2,21.11,0,0,1,0
LGB,PDX,1/7/2018,NONSTOP,POINTS,113.2,21.11,7400,5.6,1,0
JFK,ABQ,1/7/2018,NONSTOP,LOWEST,128.98,22.21,0,0,1,0
JFK,ABQ,1/7/2018,NONSTOP,POINTS,128.98,22.21,8600,5.6,1,0
CLT,JFK,1/7/2018,NONSTOP,LOWEST,83.7,17.65,0,0,1,0
CLT,JFK,1/7/2018,NONSTOP,POINTS,83.7,17.65,5300,5.6,1,0
DCA,FLL,1/7/2018,NONSTOP,LOWEST,70.2,18.11,0,0,1,0
DCA,FLL,1/7/2018,NONSTOP,POINTS,70.2,18.11,4200,5.6,1,0
BOS,MSY,1/7/2018,NONSTOP,LOWEST,88.2,19.36,0,0,1,0
BOS,MSY,1/7/2018,NONSTOP,POINTS,88.2,19.36,5500,5.6,1,0
BOS,MCO,1/7/2018,NONSTOP,LOWEST,88.2,19.36,0,0,1,0
BOS,MCO,1/7/2018,NONSTOP,POINTS,88.2,19.36,5500,5.6,1,0
STI,EWR,1/7/2018,NONSTOP,LOWEST,643.86,170.86,0,0,0,0
STI,EWR,1/7/2018,NONSTOP,POINTS,643.86,170.86,45100,62.26,0,0
JFK,SFO,1/7/2018,NONSTOP,LOWEST,298.2,34.01,0,0,1,0
JFK,SFO,1/7/2018,NONSTOP,POINTS,298.2,34.01,22800,5.6,1,0
BOS,RSW,1/7/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
BOS,RSW,1/7/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
FLL,PIT,1/7/2018,NONSTOP,LOWEST,113.2,21.11,0,0,1,0
FLL,PIT,1/7/2018,NONSTOP,POINTS,113.2,21.11,7400,5.6,1,0
MCO,LAX,1/7/2018,NONSTOP,LOWEST,383.2,39.94,0,0,1,0
MCO,LAX,1/7/2018,NONSTOP,POINTS,383.2,39.94,35200,5.6,1,0
MCO,BDL,1/7/2018,NONSTOP,LOWEST,113.2,21.11,0,0,1,0
MCO,BDL,1/7/2018,NONSTOP,POINTS,113.2,21.11,7400,5.6,1,0
JFK,DEN,1/7/2018,NONSTOP,LOWEST,108.2,20.76,0,0,1,0
JFK,DEN,1/7/2018,NONSTOP,POINTS,108.2,20.76,7000,5.6,1,0
RIC,BOS,1/7/2018,NONSTOP,LOWEST,75.2,18.46,0,0,1,0
RIC,BOS,1/7/2018,NONSTOP,POINTS,75.2,18.46,4600,5.6,1,0
FLL,DTW,1/7/2018,NONSTOP,LOWEST,263.2,31.57,0,0,1,0
FLL,DTW,1/7/2018,NONSTOP,POINTS,263.2,31.57,23800,5.6,1,0
MCO,HPN,1/7/2018,NONSTOP,LOWEST,156.98,24.16,0,0,1,0
MCO,HPN,1/7/2018,NONSTOP,POINTS,156.98,24.16,10600,5.6,1,0
MCO,SYR,1/7/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
MCO,SYR,1/7/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
JFK,OAK,1/7/2018,NONSTOP,LOWEST,298.2,34.01,0,0,1,0
JFK,OAK,1/7/2018,NONSTOP,POINTS,298.2,34.01,22800,5.6,1,0
BOS,PBI,1/7/2018,NONSTOP,LOWEST,111.2,20.97,0,0,1,0
BOS,PBI,1/7/2018,NONSTOP,POINTS,111.2,20.97,7200,5.6,1,0
JFK,JAX,1/7/2018,NONSTOP,LOWEST,166.21,24.81,0,0,1,0
JFK,JAX,1/7/2018,NONSTOP,POINTS,166.21,24.81,11300,5.6,1,0
LAS,LGB,1/7/2018,NONSTOP,LOWEST,87.2,19.29,0,0,1,0
LAS,LGB,1/7/2018,NONSTOP,POINTS,87.2,19.29,5500,5.6,1,0
MCO,SDQ,1/7/2018,NONSTOP,LOWEST,613.4,59.4,0,0,0,0
MCO,SDQ,1/7/2018,NONSTOP,POINTS,613.4,59.4,58400,36.9,0,0
JFK,PDX,1/7/2018,NONSTOP,LOWEST,241.2,30.04,0,0,1,0
JFK,PDX,1/7/2018,NONSTOP,POINTS,241.2,30.04,16900,5.6,1,0
PIT,BOS,1/7/2018,NONSTOP,LOWEST,73.2,18.32,0,0,1,0
PIT,BOS,1/7/2018,NONSTOP,POINTS,73.2,18.32,4400,5.6,1,0
IAD,BOS,1/7/2018,NONSTOP,LOWEST,83.2,19.01,0,0,1,0
IAD,BOS,1/7/2018,NONSTOP,POINTS,83.2,19.01,5200,5.6,1,0
BUF,JFK,1/7/2018,NONSTOP,LOWEST,78.19,18.66,0,0,1,0
BUF,JFK,1/7/2018,NONSTOP,POINTS,78.19,18.66,4800,5.6,1,0
BOS,LAS,1/7/2018,NONSTOP,LOWEST,357.37,38.14,0,0,1,0
BOS,LAS,1/7/2018,NONSTOP,POINTS,357.37,38.14,25500,5.6,1,0
SDQ,SJU,1/7/2018,NONSTOP,LOWEST,399.36,118.36,0,0,0,0
SDQ,SJU,1/7/2018,NONSTOP,POINTS,399.36,118.36,29600,62.26,0,0
BOS,JAX,1/7/2018,NONSTOP,LOWEST,78.19,18.66,0,0,1,0
BOS,JAX,1/7/2018,NONSTOP,POINTS,78.19,18.66,4800,5.6,1,0
FLL,ORD,1/7/2018,NONSTOP,LOWEST,699.2,61.99,0,0,1,0
FLL,ORD,1/7/2018,NONSTOP,POINTS,699.2,61.99,76200,5.6,1,0
JFK,SLC,1/7/2018,NONSTOP,LOWEST,230.2,29.27,0,0,1,0
JFK,SLC,1/7/2018,NONSTOP,POINTS,230.2,29.27,16000,5.6,1,0
BOS,BUF,1/7/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
BOS,BUF,1/7/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
HPN,PBI,1/7/2018,NONSTOP,LOWEST,141.99,23.12,0,0,1,0
HPN,PBI,1/7/2018,NONSTOP,POINTS,141.99,23.12,9500,5.6,1,0
FLL,BWI,1/7/2018,NONSTOP,LOWEST,128.2,22.15,0,0,1,0
FLL,BWI,1/7/2018,NONSTOP,POINTS,128.2,22.15,8500,5.6,1,0
EWR,PBI,1/7/2018,NONSTOP,LOWEST,94.2,19.78,0,0,1,0
EWR,PBI,1/7/2018,NONSTOP,POINTS,94.2,19.78,6000,5.6,1,0
EWR,FLL,1/7/2018,NONSTOP,LOWEST,114.2,21.18,0,0,1,0
EWR,FLL,1/7/2018,NONSTOP,POINTS,114.2,21.18,7500,5.6,1,0
LGA,MCO,1/7/2018,NONSTOP,LOWEST,130.2,22.29,0,0,1,0
LGA,MCO,1/7/2018,NONSTOP,POINTS,130.2,22.29,8600,5.6,1,0
EWR,MCO,1/7/2018,NONSTOP,LOWEST,129.2,22.22,0,0,1,0
EWR,MCO,1/7/2018,NONSTOP,POINTS,129.2,22.22,8600,5.6,1,0
FLL,RIC,1/7/2018,NONSTOP,LOWEST,114.2,21.18,0,0,1,0
FLL,RIC,1/7/2018,NONSTOP,POINTS,114.2,21.18,7500,5.6,1,0
LGB,JFK,1/7/2018,NONSTOP,LOWEST,143.2,23.2,0,0,1,0
LGB,JFK,1/7/2018,NONSTOP,POINTS,143.2,23.2,9600,5.6,1,0
LAX,JFK,1/7/2018,NONSTOP,LOWEST,143.2,23.2,0,0,1,0
LAX,JFK,1/7/2018,NONSTOP,POINTS,143.2,23.2,9600,5.6,1,0
FLL,MDE,1/7/2018,NONSTOP,LOWEST,278.1,43.1,0,0,0,0
FLL,MDE,1/7/2018,NONSTOP,POINTS,278.1,43.1,17500,20.6,0,0
SAN,FLL,1/7/2018,NONSTOP,LOWEST,153.2,23.9,0,0,1,0
SAN,FLL,1/7/2018,NONSTOP,POINTS,153.2,23.9,10300,5.6,1,0
LAX,FLL,1/7/2018,NONSTOP,LOWEST,159.2,24.32,0,0,1,0
LAX,FLL,1/7/2018,NONSTOP,POINTS,159.2,24.32,10800,5.6,1,0
SJU,FLL,1/7/2018,NONSTOP,LOWEST,170.1,28.1,0,0,1,0
SJU,FLL,1/7/2018,NONSTOP,POINTS,170.1,28.1,10600,5.6,1,0
LGB,BOS,1/7/2018,NONSTOP,LOWEST,163.2,24.6,0,0,1,0
LGB,BOS,1/7/2018,NONSTOP,POINTS,163.2,24.6,11100,5.6,1,0
LGB,FLL,1/7/2018,NONSTOP,LOWEST,149.2,23.62,0,0,1,0
LGB,FLL,1/7/2018,NONSTOP,POINTS,149.2,23.62,10000,5.6,1,0
STI,JFK,1/7/2018,NONSTOP,LOWEST,521.16,152.16,0,0,0,0
STI,JFK,1/7/2018,NONSTOP,POINTS,521.16,152.16,29600,62.26,0,0
SJU,MCO,1/7/2018,NONSTOP,LOWEST,186.1,28.1,0,0,1,0
SJU,MCO,1/7/2018,NONSTOP,POINTS,186.1,28.1,11800,5.6,1,0
FLL,BOS,1/7/2018,NONSTOP,LOWEST,181.2,25.85,0,0,1,0
FLL,BOS,1/7/2018,NONSTOP,POINTS,181.2,25.85,12400,5.6,1,0
BOS,EWR,1/7/2018,NONSTOP,LOWEST,48.2,16.57,0,0,1,0
BOS,EWR,1/7/2018,NONSTOP,POINTS,48.2,16.57,2600,5.6,1,0
BOS,PIT,1/7/2018,NONSTOP,LOWEST,96.2,19.92,0,0,1,0
BOS,PIT,1/7/2018,NONSTOP,POINTS,96.2,19.92,6100,5.6,1,0
RSW,BOS,1/7/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
RSW,BOS,1/7/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
MCO,SJU,1/7/2018,NONSTOP,LOWEST,383.1,28.1,0,0,1,0
MCO,SJU,1/7/2018,NONSTOP,POINTS,383.1,28.1,37400,5.6,1,0
BUR,JFK,1/7/2018,NONSTOP,LOWEST,141.7,21.7,0,0,1,0
BUR,JFK,1/7/2018,NONSTOP,POINTS,141.7,21.7,9600,5.6,1,0
SAN,BOS,1/7/2018,NONSTOP,LOWEST,183.2,25.99,0,0,1,0
SAN,BOS,1/7/2018,NONSTOP,POINTS,183.2,25.99,12600,5.6,1,0
PSP,JFK,1/7/2018,NONSTOP,LOWEST,93.2,19.71,0,0,1,0
PSP,JFK,1/7/2018,NONSTOP,POINTS,93.2,19.71,5900,5.6,1,0
BOS,SFO,1/7/2018,NONSTOP,LOWEST,313.2,35.06,0,0,1,0
BOS,SFO,1/7/2018,NONSTOP,POINTS,313.2,35.06,22200,5.6,1,0
MCO,BQN,1/7/2018,NONSTOP,LOWEST,268.1,28.1,0,0,1,0
MCO,BQN,1/7/2018,NONSTOP,POINTS,268.1,28.1,19200,5.6,1,0
SJC,BOS,1/7/2018,NONSTOP,LOWEST,598.98,55,0,0,1,0
SJC,BOS,1/7/2018,NONSTOP,POINTS,598.98,55,65000,5.6,1,0
BOS,CLE,1/7/2018,NONSTOP,LOWEST,113.2,21.11,0,0,1,0
BOS,CLE,1/7/2018,NONSTOP,POINTS,113.2,21.11,7400,5.6,1,0
RSW,EWR,1/7/2018,NONSTOP,LOWEST,117.2,21.39,0,0,1,0
RSW,EWR,1/7/2018,NONSTOP,POINTS,117.2,21.39,7700,5.6,1,0
FLL,CHS,1/7/2018,NONSTOP,LOWEST,109.2,20.83,0,0,1,0
FLL,CHS,1/7/2018,NONSTOP,POINTS,109.2,20.83,7100,5.6,1,0
SEA,JFK,1/7/2018,NONSTOP,LOWEST,154.2,23.97,0,0,1,0
SEA,JFK,1/7/2018,NONSTOP,POINTS,154.2,23.97,10400,5.6,1,0
EWR,BOS,1/7/2018,NONSTOP,LOWEST,81.2,18.87,0,0,1,0
EWR,BOS,1/7/2018,NONSTOP,POINTS,81.2,18.87,5000,5.6,1,0
JFK,IAD,1/7/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
JFK,IAD,1/7/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
LAS,BOS,1/7/2018,NONSTOP,LOWEST,172.98,25.28,0,0,1,0
LAS,BOS,1/7/2018,NONSTOP,POINTS,172.98,25.28,11800,5.6,1,0
OAK,JFK,1/7/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
OAK,JFK,1/7/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
SFO,FLL,1/7/2018,NONSTOP,LOWEST,138.2,22.85,0,0,1,0
SFO,FLL,1/7/2018,NONSTOP,POINTS,138.2,22.85,9200,5.6,1,0
LAX,BUF,1/7/2018,NONSTOP,LOWEST,137.98,22.84,0,0,1,0
LAX,BUF,1/7/2018,NONSTOP,POINTS,137.98,22.84,9200,5.6,1,0
BOS,STI,1/7/2018,NONSTOP,LOWEST,225.4,59.4,0,0,0,0
BOS,STI,1/7/2018,NONSTOP,POINTS,225.4,59.4,12300,36.9,0,0
LAX,BOS,1/7/2018,NONSTOP,LOWEST,163.2,24.6,0,0,1,0
LAX,BOS,1/7/2018,NONSTOP,POINTS,163.2,24.6,11100,5.6,1,0
JFK,BTV,1/7/2018,NONSTOP,LOWEST,73.2,18.32,0,0,1,0
JFK,BTV,1/7/2018,NONSTOP,POINTS,73.2,18.32,4400,5.6,1,0
SJC,JFK,1/7/2018,NONSTOP,LOWEST,148.2,23.55,0,0,1,0
SJC,JFK,1/7/2018,NONSTOP,POINTS,148.2,23.55,10000,5.6,1,0
LAS,FLL,1/7/2018,NONSTOP,LOWEST,210.2,27.87,0,0,1,0
LAS,FLL,1/7/2018,NONSTOP,POINTS,210.2,27.87,14600,5.6,1,0
SLC,MCO,1/7/2018,NONSTOP,LOWEST,224.2,28.85,0,0,1,0
SLC,MCO,1/7/2018,NONSTOP,POINTS,224.2,28.85,15600,5.6,1,0
PHX,JFK,1/7/2018,NONSTOP,LOWEST,156.2,24.11,0,0,1,0
PHX,JFK,1/7/2018,NONSTOP,POINTS,156.2,24.11,10600,5.6,1,0
JFK,PWM,1/7/2018,NONSTOP,LOWEST,38.2,15.87,0,0,1,0
JFK,PWM,1/7/2018,NONSTOP,POINTS,38.2,15.87,1800,5.6,1,0
SLC,JFK,1/7/2018,NONSTOP,LOWEST,258.2,31.22,0,0,1,0
SLC,JFK,1/7/2018,NONSTOP,POINTS,258.2,31.22,18100,5.6,1,0
BOS,SJU,1/7/2018,NONSTOP,LOWEST,335.1,28.1,0,0,1,0
BOS,SJU,1/7/2018,NONSTOP,POINTS,335.1,28.1,22800,5.6,1,0
BOS,SDQ,1/7/2018,NONSTOP,LOWEST,265.4,59.4,0,0,0,0
BOS,SDQ,1/7/2018,NONSTOP,POINTS,265.4,59.4,15300,36.9,0,0
PDX,JFK,1/7/2018,NONSTOP,LOWEST,133.2,22.5,0,0,1,0
PDX,JFK,1/7/2018,NONSTOP,POINTS,133.2,22.5,8900,5.6,1,0
JFK,STI,1/7/2018,NONSTOP,LOWEST,217.4,59.4,0,0,0,0
JFK,STI,1/7/2018,NONSTOP,POINTS,217.4,59.4,11800,36.9,0,0
MCO,PSE,1/7/2018,NONSTOP,LOWEST,303.1,28.1,0,0,1,0
MCO,PSE,1/7/2018,NONSTOP,POINTS,303.1,28.1,26200,5.6,1,0
DEN,BOS,1/7/2018,NONSTOP,LOWEST,163.2,24.6,0,0,1,0
DEN,BOS,1/7/2018,NONSTOP,POINTS,163.2,24.6,11100,5.6,1,0
SLC,BOS,1/7/2018,NONSTOP,LOWEST,198.2,27.04,0,0,1,0
SLC,BOS,1/7/2018,NONSTOP,POINTS,198.2,27.04,13700,5.6,1,0
LAS,JFK,1/7/2018,NONSTOP,LOWEST,126.2,22.01,0,0,1,0
LAS,JFK,1/7/2018,NONSTOP,POINTS,126.2,22.01,8300,5.6,1,0
FLL,BQN,1/7/2018,NONSTOP,LOWEST,196.1,28.1,0,0,1,0
FLL,BQN,1/7/2018,NONSTOP,POINTS,196.1,28.1,13500,5.6,1,0
SEA,BOS,1/7/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
SEA,BOS,1/7/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
LAX,MCO,1/7/2018,NONSTOP,LOWEST,218.2,28.43,0,0,1,0
LAX,MCO,1/7/2018,NONSTOP,POINTS,218.2,28.43,15200,5.6,1,0
FLL,SDQ,1/7/2018,NONSTOP,LOWEST,307.4,59.4,0,0,0,0
FLL,SDQ,1/7/2018,NONSTOP,POINTS,307.4,59.4,23700,36.9,0,0
SMF,JFK,1/7/2018,NONSTOP,LOWEST,157.98,24.23,0,0,1,0
SMF,JFK,1/7/2018,NONSTOP,POINTS,157.98,24.23,10700,5.6,1,0
SFO,JFK,1/7/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
SFO,JFK,1/7/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
RNO,JFK,1/7/2018,NONSTOP,LOWEST,137.98,22.84,0,0,1,0
RNO,JFK,1/7/2018,NONSTOP,POINTS,137.98,22.84,9200,5.6,1,0
LIM,FLL,1/7/2018,NONSTOP,LOWEST,792.11,176.11,0,0,0,0
