Origin,Destination,FlightDate,FlightType,FareType,DollarFare,DollarTax,PointsFare,PointsTax,IsDomesticRoute,IsPrivateFare
BDA,JFK,2/2/2018,NONSTOP,LOWEST,184.96,134.96,0,0,0,0
BDA,JFK,2/2/2018,NONSTOP,POINTS,184.96,134.96,3800,111.46,0,0
LAX,JFK,2/2/2018,NONSTOP,LOWEST,143.2,23.2,0,0,1,0
LAX,JFK,2/2/2018,NONSTOP,POINTS,143.2,23.2,9600,5.6,1,0
MCO,HAV,2/2/2018,NONSTOP,LOWEST,103.1,53.1,0,0,0,0
MCO,HAV,2/2/2018,NONSTOP,POINTS,103.1,53.1,3800,30.6,0,0
JFK,SAN,2/2/2018,NONSTOP,LOWEST,140.2,22.99,0,0,1,0
JFK,SAN,2/2/2018,NONSTOP,POINTS,140.2,22.99,9400,5.6,1,0
LGB,RNO,2/2/2018,NONSTOP,LOWEST,86.2,19.22,0,0,1,0
LGB,RNO,2/2/2018,NONSTOP,POINTS,86.2,19.22,5400,5.6,1,0
BOS,LGA,2/2/2018,NONSTOP,LOWEST,66.2,17.83,0,0,1,0
BOS,LGA,2/2/2018,NONSTOP,POINTS,66.2,17.83,3900,5.6,1,0
JFK,SXM,2/2/2018,NONSTOP,LOWEST,184.1,28.1,0,0,0,0
JFK,SXM,2/2/2018,NONSTOP,POINTS,184.1,28.1,11600,5.6,0,0
BOS,ATL,2/2/2018,NONSTOP,LOWEST,48.2,16.57,0,0,1,0
BOS,ATL,2/2/2018,NONSTOP,POINTS,48.2,16.57,2600,5.6,1,0
DCA,JAX,2/2/2018,NONSTOP,LOWEST,85.2,19.15,0,0,1,0
DCA,JAX,2/2/2018,NONSTOP,POINTS,85.2,19.15,5300,5.6,1,0
BOS,SEA,2/2/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
BOS,SEA,2/2/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
LGA,BOS,2/2/2018,NONSTOP,LOWEST,66.2,17.83,0,0,1,0
LGA,BOS,2/2/2018,NONSTOP,POINTS,66.2,17.83,3900,5.6,1,0
NAS,FLL,2/2/2018,NONSTOP,LOWEST,162.59,122.59,0,0,0,0
NAS,FLL,2/2/2018,NONSTOP,POINTS,162.59,122.59,3000,99.09,0,0
PHL,BOS,2/2/2018,NONSTOP,LOWEST,68.2,17.97,0,0,1,0
PHL,BOS,2/2/2018,NONSTOP,POINTS,68.2,17.97,4000,5.6,1,0
JFK,HAV,2/2/2018,NONSTOP,LOWEST,145.1,53.1,0,0,0,0
JFK,HAV,2/2/2018,NONSTOP,POINTS,145.1,53.1,6900,30.6,0,0
MCO,RIC,2/2/2018,NONSTOP,LOWEST,103.2,20.41,0,0,1,0
MCO,RIC,2/2/2018,NONSTOP,POINTS,103.2,20.41,6600,5.6,1,0
JFK,PUJ,2/2/2018,NONSTOP,LOWEST,208.4,59.4,0,0,0,0
JFK,PUJ,2/2/2018,NONSTOP,POINTS,208.4,59.4,11100,36.9,0,0
MSY,FLL,2/2/2018,NONSTOP,LOWEST,33.2,15.53,0,0,1,0
MSY,FLL,2/2/2018,NONSTOP,POINTS,33.2,15.53,1500,5.6,1,0
KIN,FLL,2/2/2018,NONSTOP,LOWEST,147.68,114.68,0,0,0,0
KIN,FLL,2/2/2018,NONSTOP,POINTS,147.68,114.68,2500,87.98,0,0
BDL,DCA,2/2/2018,NONSTOP,LOWEST,48.2,16.57,0,0,1,0
BDL,DCA,2/2/2018,NONSTOP,POINTS,48.2,16.57,2600,5.6,1,0
JFK,LIR,2/2/2018,NONSTOP,LOWEST,293.79,45.79,0,0,0,0
JFK,LIR,2/2/2018,NONSTOP,POINTS,293.79,45.79,18400,23.29,0,0
PAP,FLL,2/2/2018,NONSTOP,LOWEST,186.06,111.06,0,0,0,0
PAP,FLL,2/2/2018,NONSTOP,POINTS,186.06,111.06,5600,87.56,0,0
ORD,BOS,2/2/2018,NONSTOP,LOWEST,76.2,18.53,0,0,1,0
ORD,BOS,2/2/2018,NONSTOP,POINTS,76.2,18.53,4600,5.6,1,0
NAS,MCO,2/2/2018,NONSTOP,LOWEST,162.59,122.59,0,0,0,0
NAS,MCO,2/2/2018,NONSTOP,POINTS,162.59,122.59,3000,99.09,0,0
BOS,CHS,2/2/2018,NONSTOP,LOWEST,137.2,22.78,0,0,1,0
BOS,CHS,2/2/2018,NONSTOP,POINTS,137.2,22.78,9200,5.6,1,0
JFK,NAS,2/2/2018,NONSTOP,LOWEST,183.1,28.1,0,0,0,0
JFK,NAS,2/2/2018,NONSTOP,POINTS,183.1,28.1,11500,5.6,0,0
DCA,PBI,2/2/2018,NONSTOP,LOWEST,119.2,21.53,0,0,1,0
DCA,PBI,2/2/2018,NONSTOP,POINTS,119.2,21.53,7800,5.6,1,0
JFK,AUS,2/2/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
JFK,AUS,2/2/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
ATL,BOS,2/2/2018,NONSTOP,LOWEST,48.2,16.57,0,0,1,0
ATL,BOS,2/2/2018,NONSTOP,POINTS,48.2,16.57,2600,5.6,1,0
BOS,SAV,2/2/2018,NONSTOP,LOWEST,132.2,22.43,0,0,1,0
BOS,SAV,2/2/2018,NONSTOP,POINTS,132.2,22.43,8800,5.6,1,0
JFK,PWM,2/2/2018,NONSTOP,LOWEST,48.2,16.57,0,0,1,0
JFK,PWM,2/2/2018,NONSTOP,POINTS,48.2,16.57,2600,5.6,1,0
FLL,SJU,2/2/2018,NONSTOP,LOWEST,93.1,28.1,0,0,1,0
FLL,SJU,2/2/2018,NONSTOP,POINTS,93.1,28.1,4900,5.6,1,0
RSW,EWR,2/2/2018,NONSTOP,LOWEST,107.2,20.69,0,0,1,0
RSW,EWR,2/2/2018,NONSTOP,POINTS,107.2,20.69,6900,5.6,1,0
CHS,JFK,2/2/2018,NONSTOP,LOWEST,74.2,18.39,0,0,1,0
CHS,JFK,2/2/2018,NONSTOP,POINTS,74.2,18.39,4500,5.6,1,0
BOS,BDA,2/2/2018,NONSTOP,LOWEST,98.1,28.1,0,0,0,0
BOS,BDA,2/2/2018,NONSTOP,POINTS,98.1,28.1,5200,5.6,0,0
FLL,CMW,2/2/2018,NONSTOP,LOWEST,98.1,53.1,0,0,0,0
FLL,CMW,2/2/2018,NONSTOP,POINTS,98.1,53.1,3400,30.6,0,0
BNA,BOS,2/2/2018,NONSTOP,LOWEST,58.2,17.27,0,0,1,0
BNA,BOS,2/2/2018,NONSTOP,POINTS,58.2,17.27,3300,5.6,1,0
MCO,AUS,2/2/2018,NONSTOP,LOWEST,82.2,18.94,0,0,1,0
MCO,AUS,2/2/2018,NONSTOP,POINTS,82.2,18.94,5100,5.6,1,0
SMF,LGB,2/2/2018,NONSTOP,LOWEST,73.2,18.32,0,0,1,0
SMF,LGB,2/2/2018,NONSTOP,POINTS,73.2,18.32,4400,5.6,1,0
SAV,JFK,2/2/2018,NONSTOP,LOWEST,68.2,17.97,0,0,1,0
SAV,JFK,2/2/2018,NONSTOP,POINTS,68.2,17.97,4000,5.6,1,0
FLL,MBJ,2/2/2018,NONSTOP,LOWEST,171.1,72.1,0,0,0,0
FLL,MBJ,2/2/2018,NONSTOP,POINTS,171.1,72.1,7400,49.6,0,0
JFK,POS,2/2/2018,NONSTOP,LOWEST,329.1,28.1,0,0,0,0
JFK,POS,2/2/2018,NONSTOP,POINTS,329.1,28.1,22300,5.6,0,0
LGB,PDX,2/2/2018,NONSTOP,LOWEST,104.2,20.48,0,0,1,0
LGB,PDX,2/2/2018,NONSTOP,POINTS,104.2,20.48,6700,5.6,1,0
BOS,SRQ,2/2/2018,NONSTOP,LOWEST,300.98,34.21,0,0,1,0
BOS,SRQ,2/2/2018,NONSTOP,POINTS,300.98,34.21,23000,5.6,1,0
TPA,JFK,2/2/2018,NONSTOP,LOWEST,109.2,20.83,0,0,1,0
TPA,JFK,2/2/2018,NONSTOP,POINTS,109.2,20.83,7100,5.6,1,0
HAV,FLL,2/2/2018,NONSTOP,LOWEST,104.46,59.46,0,0,0,0
HAV,FLL,2/2/2018,NONSTOP,POINTS,104.46,59.46,3400,35.96,0,0
MCO,BDL,2/2/2018,NONSTOP,LOWEST,91.2,19.57,0,0,1,0
MCO,BDL,2/2/2018,NONSTOP,POINTS,91.2,19.57,5800,5.6,1,0
MEX,FLL,2/2/2018,NONSTOP,LOWEST,131.2,81.2,0,0,0,0
MEX,FLL,2/2/2018,NONSTOP,POINTS,131.2,81.2,3800,55.7,0,0
BDL,RSW,2/2/2018,NONSTOP,LOWEST,142.2,23.13,0,0,1,0
BDL,RSW,2/2/2018,NONSTOP,POINTS,142.2,23.13,9500,5.6,1,0
FLL,POS,2/2/2018,NONSTOP,LOWEST,238.1,28.1,0,0,0,0
FLL,POS,2/2/2018,NONSTOP,POINTS,238.1,28.1,15600,5.6,0,0
TPA,EWR,2/2/2018,NONSTOP,LOWEST,104.2,20.48,0,0,1,0
TPA,EWR,2/2/2018,NONSTOP,POINTS,104.2,20.48,6700,5.6,1,0
RNO,LGB,2/2/2018,NONSTOP,LOWEST,66.2,17.83,0,0,1,0
RNO,LGB,2/2/2018,NONSTOP,POINTS,66.2,17.83,3900,5.6,1,0
ORD,JFK,2/2/2018,NONSTOP,LOWEST,112.2,21.04,0,0,1,0
ORD,JFK,2/2/2018,NONSTOP,POINTS,112.2,21.04,7300,5.6,1,0
MCO,SJO,2/2/2018,NONSTOP,LOWEST,251.58,44.58,0,0,0,0
MCO,SJO,2/2/2018,NONSTOP,POINTS,251.58,44.58,15400,22.08,0,0
BOS,ORD,2/2/2018,NONSTOP,LOWEST,99.2,20.13,0,0,1,0
BOS,ORD,2/2/2018,NONSTOP,POINTS,99.2,20.13,6300,5.6,1,0
SJU,PUJ,2/2/2018,NONSTOP,LOWEST,114.4,41.4,0,0,0,0
SJU,PUJ,2/2/2018,NONSTOP,POINTS,114.4,41.4,5500,36.9,0,0
JAX,DCA,2/2/2018,NONSTOP,LOWEST,85.2,19.15,0,0,1,0
JAX,DCA,2/2/2018,NONSTOP,POINTS,85.2,19.15,5300,5.6,1,0
FLL,CUN,2/2/2018,NONSTOP,LOWEST,93.82,54.82,0,0,0,0
FLL,CUN,2/2/2018,NONSTOP,POINTS,93.82,54.82,2900,32.32,0,0
KIN,JFK,2/2/2018,NONSTOP,LOWEST,257.28,116.28,0,0,0,0
KIN,JFK,2/2/2018,NONSTOP,POINTS,257.28,116.28,10500,87.98,0,0
MBJ,JFK,2/2/2018,NONSTOP,LOWEST,228.8,108.8,0,0,0,0
MBJ,JFK,2/2/2018,NONSTOP,POINTS,228.8,108.8,8900,80.5,0,0
BOS,MSY,2/2/2018,NONSTOP,LOWEST,141.2,23.06,0,0,1,0
BOS,MSY,2/2/2018,NONSTOP,POINTS,141.2,23.06,9500,5.6,1,0
FLL,SNU,2/2/2018,NONSTOP,LOWEST,117.1,53.1,0,0,0,0
FLL,SNU,2/2/2018,NONSTOP,POINTS,117.1,53.1,4800,30.6,0,0
FLL,AUA,2/2/2018,NONSTOP,LOWEST,96.1,38.1,0,0,0,0
FLL,AUA,2/2/2018,NONSTOP,POINTS,96.1,38.1,4300,15.6,0,0
FLL,PUJ,2/2/2018,NONSTOP,LOWEST,169.4,59.4,0,0,0,0
FLL,PUJ,2/2/2018,NONSTOP,POINTS,169.4,59.4,8200,36.9,0,0
BWI,MCO,2/2/2018,NONSTOP,LOWEST,83.2,19.01,0,0,1,0
BWI,MCO,2/2/2018,NONSTOP,POINTS,83.2,19.01,5200,5.6,1,0
JFK,PLS,2/2/2018,NONSTOP,LOWEST,116.1,28.1,0,0,0,0
JFK,PLS,2/2/2018,NONSTOP,POINTS,116.1,28.1,6600,5.6,0,0
BOS,AUA,2/2/2018,NONSTOP,LOWEST,403.1,38.1,0,0,0,0
BOS,AUA,2/2/2018,NONSTOP,POINTS,403.1,38.1,27100,15.6,0,0
HAV,MCO,2/2/2018,NONSTOP,LOWEST,109.46,59.46,0,0,0,0
HAV,MCO,2/2/2018,NONSTOP,POINTS,109.46,59.46,3800,35.96,0,0
PBI,BDL,2/2/2018,NONSTOP,LOWEST,148.2,23.55,0,0,1,0
PBI,BDL,2/2/2018,NONSTOP,POINTS,148.2,23.55,10000,5.6,1,0
RSW,JFK,2/2/2018,NONSTOP,LOWEST,150.2,23.69,0,0,1,0
RSW,JFK,2/2/2018,NONSTOP,POINTS,150.2,23.69,10100,5.6,1,0
HOU,JFK,2/2/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
HOU,JFK,2/2/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
DAB,JFK,2/2/2018,NONSTOP,LOWEST,88.98,19.42,0,0,1,0
DAB,JFK,2/2/2018,NONSTOP,POINTS,88.98,19.42,5600,5.6,1,0
FLL,PHL,2/2/2018,NONSTOP,LOWEST,87.2,19.29,0,0,1,0
FLL,PHL,2/2/2018,NONSTOP,POINTS,87.2,19.29,5500,5.6,1,0
CLT,BOS,2/2/2018,NONSTOP,LOWEST,106.7,19.26,0,0,1,0
CLT,BOS,2/2/2018,NONSTOP,POINTS,106.7,19.26,7000,5.6,1,0
AUS,FLL,2/2/2018,NONSTOP,LOWEST,97.2,19.99,0,0,1,0
AUS,FLL,2/2/2018,NONSTOP,POINTS,97.2,19.99,6200,5.6,1,0
JFK,BUF,2/2/2018,NONSTOP,LOWEST,78.19,18.66,0,0,1,0
JFK,BUF,2/2/2018,NONSTOP,POINTS,78.19,18.66,4800,5.6,1,0
ACK,BOS,2/2/2018,NONSTOP,LOWEST,159,20.49,0,0,1,0
FLL,CTG,2/2/2018,NONSTOP,LOWEST,116.1,43.1,0,0,0,0
FLL,CTG,2/2/2018,NONSTOP,POINTS,116.1,43.1,5500,20.6,0,0
SFO,JFK,2/2/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
SFO,JFK,2/2/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
SJU,TPA,2/2/2018,NONSTOP,LOWEST,101.1,28.1,0,0,1,0
SJU,TPA,2/2/2018,NONSTOP,POINTS,101.1,28.1,5500,5.6,1,0
FLL,PLS,2/2/2018,NONSTOP,LOWEST,68.1,28.1,0,0,0,0
FLL,PLS,2/2/2018,NONSTOP,POINTS,68.1,28.1,3000,5.6,0,0
RSW,DCA,2/2/2018,NONSTOP,LOWEST,99.2,20.13,0,0,1,0
RSW,DCA,2/2/2018,NONSTOP,POINTS,99.2,20.13,6300,5.6,1,0
MCO,CUN,2/2/2018,NONSTOP,LOWEST,138.82,54.82,0,0,0,0
MCO,CUN,2/2/2018,NONSTOP,POINTS,138.82,54.82,6300,32.32,0,0
SRQ,JFK,2/2/2018,NONSTOP,LOWEST,93.2,19.71,0,0,1,0
SRQ,JFK,2/2/2018,NONSTOP,POINTS,93.2,19.71,5900,5.6,1,0
SAN,BOS,2/2/2018,NONSTOP,LOWEST,183.2,25.99,0,0,1,0
SAN,BOS,2/2/2018,NONSTOP,POINTS,183.2,25.99,12600,5.6,1,0
FLL,PVD,2/2/2018,NONSTOP,LOWEST,73.2,18.32,0,0,1,0
FLL,PVD,2/2/2018,NONSTOP,POINTS,73.2,18.32,4400,5.6,1,0
IAD,JFK,2/2/2018,NONSTOP,LOWEST,63.2,17.62,0,0,1,0
IAD,JFK,2/2/2018,NONSTOP,POINTS,63.2,17.62,3700,5.6,1,0
MSY,JFK,2/2/2018,NONSTOP,LOWEST,128.2,22.15,0,0,1,0
MSY,JFK,2/2/2018,NONSTOP,POINTS,128.2,22.15,8500,5.6,1,0
MCO,ALB,2/2/2018,NONSTOP,LOWEST,93.2,19.71,0,0,1,0
MCO,ALB,2/2/2018,NONSTOP,POINTS,93.2,19.71,5900,5.6,1,0
SDQ,FLL,2/2/2018,NONSTOP,LOWEST,177.76,99.76,0,0,0,0
SDQ,FLL,2/2/2018,NONSTOP,POINTS,177.76,99.76,5800,62.26,0,0
RSW,HPN,2/2/2018,NONSTOP,LOWEST,143.98,23.25,0,0,1,0
RSW,HPN,2/2/2018,NONSTOP,POINTS,143.98,23.25,9700,5.6,1,0
FLL,HOG,2/2/2018,NONSTOP,LOWEST,98.1,53.1,0,0,0,0
FLL,HOG,2/2/2018,NONSTOP,POINTS,98.1,53.1,3400,30.6,0,0
LGB,AUS,2/2/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
LGB,AUS,2/2/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
CUN,JFK,2/2/2018,NONSTOP,LOWEST,143.89,59.89,0,0,0,0
CUN,JFK,2/2/2018,NONSTOP,POINTS,143.89,59.89,6300,32.99,0,0
BOS,PIT,2/2/2018,NONSTOP,LOWEST,81.2,18.87,0,0,1,0
BOS,PIT,2/2/2018,NONSTOP,POINTS,81.2,18.87,5000,5.6,1,0
FLL,SJO,2/2/2018,NONSTOP,LOWEST,94.58,44.58,0,0,0,0
FLL,SJO,2/2/2018,NONSTOP,POINTS,94.58,44.58,3800,22.08,0,0
PAP,JFK,2/2/2018,NONSTOP,LOWEST,230.06,115.06,0,0,0,0
PAP,JFK,2/2/2018,NONSTOP,POINTS,230.06,115.06,8600,91.56,0,0
SJU,SDQ,2/2/2018,NONSTOP,LOWEST,101.4,41.4,0,0,0,0
SJU,SDQ,2/2/2018,NONSTOP,POINTS,101.4,41.4,4500,36.9,0,0
PUJ,SJU,2/2/2018,NONSTOP,LOWEST,153.86,80.86,0,0,0,0
PUJ,SJU,2/2/2018,NONSTOP,POINTS,153.86,80.86,5500,62.26,0,0
CMW,FLL,2/2/2018,NONSTOP,LOWEST,104.46,59.46,0,0,0,0
CMW,FLL,2/2/2018,NONSTOP,POINTS,104.46,59.46,3400,35.96,0,0
AUS,MCO,2/2/2018,NONSTOP,LOWEST,90.2,19.5,0,0,1,0
AUS,MCO,2/2/2018,NONSTOP,POINTS,90.2,19.5,5700,5.6,1,0
MCO,MBJ,2/2/2018,NONSTOP,LOWEST,129.1,72.1,0,0,0,0
MCO,MBJ,2/2/2018,NONSTOP,POINTS,129.1,72.1,4300,49.6,0,0
FLL,ALB,2/2/2018,NONSTOP,LOWEST,92.98,19.7,0,0,1,0
FLL,ALB,2/2/2018,NONSTOP,POINTS,92.98,19.7,5900,5.6,1,0
BOG,FLL,2/2/2018,NONSTOP,LOWEST,223.86,119.86,0,0,0,0
BOG,FLL,2/2/2018,NONSTOP,POINTS,223.86,119.86,7800,76.56,0,0
PBI,DCA,2/2/2018,NONSTOP,LOWEST,89.2,19.43,0,0,1,0
PBI,DCA,2/2/2018,NONSTOP,POINTS,89.2,19.43,5600,5.6,1,0
DCA,TPA,2/2/2018,NONSTOP,LOWEST,81.2,18.87,0,0,1,0
DCA,TPA,2/2/2018,NONSTOP,POINTS,81.2,18.87,5000,5.6,1,0
DCA,CHS,2/2/2018,NONSTOP,LOWEST,67.2,17.9,0,0,1,0
DCA,CHS,2/2/2018,NONSTOP,POINTS,67.2,17.9,4000,5.6,1,0
BOS,RIC,2/2/2018,NONSTOP,LOWEST,75.2,18.46,0,0,1,0
BOS,RIC,2/2/2018,NONSTOP,POINTS,75.2,18.46,4600,5.6,1,0
JFK,SJU,2/2/2018,NONSTOP,LOWEST,130.1,28.1,0,0,1,0
JFK,SJU,2/2/2018,NONSTOP,POINTS,130.1,28.1,7600,5.6,1,0
CHS,BOS,2/2/2018,NONSTOP,LOWEST,112.2,21.04,0,0,1,0
CHS,BOS,2/2/2018,NONSTOP,POINTS,112.2,21.04,7300,5.6,1,0
BWI,BOS,2/2/2018,NONSTOP,LOWEST,52.2,16.85,0,0,1,0
BWI,BOS,2/2/2018,NONSTOP,POINTS,52.2,16.85,2900,5.6,1,0
MBJ,FLL,2/2/2018,NONSTOP,LOWEST,138.2,107.2,0,0,0,0
MBJ,FLL,2/2/2018,NONSTOP,POINTS,138.2,107.2,2300,80.5,0,0
SAN,JFK,2/2/2018,NONSTOP,LOWEST,140.2,22.99,0,0,1,0
SAN,JFK,2/2/2018,NONSTOP,POINTS,140.2,22.99,9400,5.6,1,0
SAV,BOS,2/2/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
SAV,BOS,2/2/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
SEA,BOS,2/2/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
SEA,BOS,2/2/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
DCA,FLL,2/2/2018,NONSTOP,LOWEST,131.2,22.36,0,0,1,0
DCA,FLL,2/2/2018,NONSTOP,POINTS,131.2,22.36,8700,5.6,1,0
GCM,JFK,2/2/2018,NONSTOP,LOWEST,210.24,102.24,0,0,0,0
GCM,JFK,2/2/2018,NONSTOP,POINTS,210.24,102.24,8000,78.74,0,0
EWR,STI,2/2/2018,NONSTOP,LOWEST,162.4,59.4,0,0,0,0
EWR,STI,2/2/2018,NONSTOP,POINTS,162.4,59.4,7700,36.9,0,0
SNU,FLL,2/2/2018,NONSTOP,LOWEST,102.46,59.46,0,0,0,0
SNU,FLL,2/2/2018,NONSTOP,POINTS,102.46,59.46,3200,35.96,0,0
MCO,BUF,2/2/2018,NONSTOP,LOWEST,131.2,22.36,0,0,1,0
MCO,BUF,2/2/2018,NONSTOP,POINTS,131.2,22.36,8700,5.6,1,0
SJU,BDL,2/2/2018,NONSTOP,LOWEST,183.1,28.1,0,0,1,0
SJU,BDL,2/2/2018,NONSTOP,POINTS,183.1,28.1,11500,5.6,1,0
FLL,MEX,2/2/2018,NONSTOP,LOWEST,94.82,54.82,0,0,0,0
FLL,MEX,2/2/2018,NONSTOP,POINTS,94.82,54.82,3000,32.32,0,0
RSW,BDL,2/2/2018,NONSTOP,LOWEST,142.2,23.13,0,0,1,0
RSW,BDL,2/2/2018,NONSTOP,POINTS,142.2,23.13,9500,5.6,1,0
MCO,ORH,2/2/2018,NONSTOP,LOWEST,107.98,20.74,0,0,1,0
MCO,ORH,2/2/2018,NONSTOP,POINTS,107.98,20.74,7000,5.6,1,0
FLL,PAP,2/2/2018,NONSTOP,LOWEST,115.6,40.6,0,0,0,0
FLL,PAP,2/2/2018,NONSTOP,POINTS,115.6,40.6,5600,18.1,0,0
FLL,RIC,2/2/2018,NONSTOP,LOWEST,58.2,17.27,0,0,1,0
FLL,RIC,2/2/2018,NONSTOP,POINTS,58.2,17.27,3300,5.6,1,0
POP,JFK,2/2/2018,NONSTOP,LOWEST,215.56,105.56,0,0,0,0
POP,JFK,2/2/2018,NONSTOP,POINTS,215.56,105.56,8200,62.26,0,0
AUA,BOS,2/2/2018,NONSTOP,LOWEST,301.96,71.96,0,0,0,0
AUA,BOS,2/2/2018,NONSTOP,POINTS,301.96,71.96,17100,48.46,0,0
BDL,TPA,2/2/2018,NONSTOP,LOWEST,99.2,20.13,0,0,1,0
BDL,TPA,2/2/2018,NONSTOP,POINTS,99.2,20.13,6300,5.6,1,0
CUN,FLL,2/2/2018,NONSTOP,LOWEST,97.09,58.09,0,0,0,0
CUN,FLL,2/2/2018,NONSTOP,POINTS,97.09,58.09,2900,32.99,0,0
SJU,STX,2/2/2018,NONSTOP,LOWEST,55.1,10.1,0,0,1,0
SJU,STX,2/2/2018,NONSTOP,POINTS,55.1,10.1,3400,5.6,1,0
CTG,JFK,2/2/2018,NONSTOP,LOWEST,250.26,128.26,0,0,0,0
CTG,JFK,2/2/2018,NONSTOP,POINTS,250.26,128.26,9100,81.56,0,0
MCO,SWF,2/2/2018,NONSTOP,LOWEST,118.2,21.46,0,0,1,0
MCO,SWF,2/2/2018,NONSTOP,POINTS,118.2,21.46,7800,5.6,1,0
FLL,BWI,2/2/2018,NONSTOP,LOWEST,78.19,18.66,0,0,1,0
FLL,BWI,2/2/2018,NONSTOP,POINTS,78.19,18.66,4800,5.6,1,0
NAS,JFK,2/2/2018,NONSTOP,LOWEST,212.59,122.59,0,0,0,0
NAS,JFK,2/2/2018,NONSTOP,POINTS,212.59,122.59,6700,99.09,0,0
CUN,BOS,2/2/2018,NONSTOP,LOWEST,192.69,61.69,0,0,0,0
CUN,BOS,2/2/2018,NONSTOP,POINTS,192.69,61.69,9800,32.99,0,0
SJO,MCO,2/2/2018,NONSTOP,LOWEST,193.61,76.61,0,0,0,0
SJO,MCO,2/2/2018,NONSTOP,POINTS,193.61,76.61,8700,47.21,0,0
FLL,BNA,2/2/2018,NONSTOP,LOWEST,82.2,18.94,0,0,1,0
FLL,BNA,2/2/2018,NONSTOP,POINTS,82.2,18.94,5100,5.6,1,0
BDA,BOS,2/2/2018,NONSTOP,LOWEST,204.96,134.96,0,0,0,0
BDA,BOS,2/2/2018,NONSTOP,POINTS,204.96,134.96,5200,111.46,0,0
UVF,JFK,2/2/2018,NONSTOP,LOWEST,252.76,112.76,0,0,0,0
UVF,JFK,2/2/2018,NONSTOP,POINTS,252.76,112.76,10400,78.76,0,0
FLL,BGI,2/2/2018,NONSTOP,LOWEST,114.6,29.6,0,0,0,0
FLL,BGI,2/2/2018,NONSTOP,POINTS,114.6,29.6,6300,7.1,0,0
HPN,MCO,2/2/2018,NONSTOP,LOWEST,96.98,19.98,0,0,1,0
HPN,MCO,2/2/2018,NONSTOP,POINTS,96.98,19.98,6200,5.6,1,0
FLL,ORH,2/2/2018,NONSTOP,LOWEST,98.99,20.12,0,0,1,0
FLL,ORH,2/2/2018,NONSTOP,POINTS,98.99,20.12,6300,5.6,1,0
FLL,RDU,2/2/2018,NONSTOP,LOWEST,108.2,20.76,0,0,1,0
FLL,RDU,2/2/2018,NONSTOP,POINTS,108.2,20.76,7000,5.6,1,0
HAV,JFK,2/2/2018,NONSTOP,LOWEST,151.46,59.46,0,0,0,0
HAV,JFK,2/2/2018,NONSTOP,POINTS,151.46,59.46,6900,35.96,0,0
JFK,MSY,2/2/2018,NONSTOP,LOWEST,265.2,31.71,0,0,1,0
JFK,MSY,2/2/2018,NONSTOP,POINTS,265.2,31.71,18600,5.6,1,0
JFK,HOU,2/2/2018,NONSTOP,LOWEST,98.2,20.06,0,0,1,0
JFK,HOU,2/2/2018,NONSTOP,POINTS,98.2,20.06,6300,5.6,1,0
BOS,DFW,2/2/2018,NONSTOP,LOWEST,82.2,18.94,0,0,1,0
BOS,DFW,2/2/2018,NONSTOP,POINTS,82.2,18.94,5100,5.6,1,0
TPA,SJU,2/2/2018,NONSTOP,LOWEST,101.1,28.1,0,0,1,0
TPA,SJU,2/2/2018,NONSTOP,POINTS,101.1,28.1,5500,5.6,1,0
LGB,SEA,2/2/2018,NONSTOP,LOWEST,85.2,19.15,0,0,1,0
LGB,SEA,2/2/2018,NONSTOP,POINTS,85.2,19.15,5300,5.6,1,0
DCA,RSW,2/2/2018,NONSTOP,LOWEST,99.2,20.13,0,0,1,0
DCA,RSW,2/2/2018,NONSTOP,POINTS,99.2,20.13,6300,5.6,1,0
SDQ,SJU,2/2/2018,NONSTOP,LOWEST,150.36,80.36,0,0,0,0
SDQ,SJU,2/2/2018,NONSTOP,POINTS,150.36,80.36,5200,62.26,0,0
HPN,TPA,2/2/2018,NONSTOP,LOWEST,158.98,24.3,0,0,1,0
HPN,TPA,2/2/2018,NONSTOP,POINTS,158.98,24.3,10800,5.6,1,0
BTV,JFK,2/2/2018,NONSTOP,LOWEST,63.2,17.62,0,0,1,0
BTV,JFK,2/2/2018,NONSTOP,POINTS,63.2,17.62,3700,5.6,1,0
AUA,JFK,2/2/2018,NONSTOP,LOWEST,249.96,71.96,0,0,0,0
AUA,JFK,2/2/2018,NONSTOP,POINTS,249.96,71.96,13200,48.46,0,0
JFK,FLL,2/2/2018,NONSTOP,LOWEST,68.2,17.97,0,0,1,0
JFK,FLL,2/2/2018,NONSTOP,POINTS,68.2,17.97,4000,5.6,1,0
